150,Lora Houston,Wadedu,Samuel Hansen,P[3,ETTj,23.30946,-168.41892,0,5.5,A
151,Bryan Doyle,Ohkeiv,Jon Valdez,2Q2,FX5J,3.07447,-159.07531,0,5.5,A
152,Elva Powell,Mowlibuja,Stella Parks,v(l,kERv,-55.1234,133.94921,0,5.5,A
153,Ryan Roy,Riwowdo,Maude Harmon,2%f,XcYF,68.06771,15.15915,0,5.5,A
154,Alex Fuller,Jonsifu,Alfred Myers,J@4,xa@],-66.94796,43.77039,0,5.5,A
155,Stella Aguilar,Kojaeba,Connor Holt,Dn),@wDd,28.56321,111.19826,0,5.5,A
156,Louise Santos,Luodenub,Hilda Chapman,EN#,#uMs,-26.1911,-134.74381,0,5.5,A
157,Mike Tran,Sesarjal,Lola Cortez,tL5,vN*l,-3.44907,-124.34349,0,5.5,A
158,Rosa Matthews,Ujzancel,Edna Obrien,*$&,ncXe,-36.54781,-59.59221,0,5.5,A
159,Lewis Nelson,Eneelwos,Floyd Davidson,UcH,b$R!,2.94232,93.38951,0,5.5,A
160,Stephen Ramsey,Pepzarej,Cecelia Arnold,cNd,1C)I,-25.77694,-172.27935,0,5.5,A
161,Adeline Rose,Womozeg,Donald French,EVz,%!S&,-41.25964,-134.73001,0,5.5,A
162,Chase Soto,Afcustuf,Ina Barton,ZZ[,Y0^],-8.08454,134.95396,0,5.5,A
163,Daisy Jenkins,Oblonpa,Benjamin Jordan,dyx,[w[a,-83.11669,151.90876,0,5.5,A
164,Gavin Howard,Pesesnu,Nancy Mitchell,2AE,NXI2,12.21125,158.83458,0,5.5,A
165,Dollie Gray,Jenamviw,Sean Kim,TRR,s(xE,71.00027,-42.31798,0,5.5,A
166,Connor Atkins,Venaccem,Victor Fields,^Oc,kcR@,50.2806,-32.20181,0,5.5,A
167,Cora Douglas,Vovipcoj,Ricky Higgins,R19,*y9K,76.55862,-175.57193,0,5.5,A
168,Louisa Lloyd,Igutinhan,Arthur Banks,Pvo,HSq6,-27.01164,79.36047,0,5.5,A
169,Mike Franklin,Wefbiluv,Ida Hubbard,25q,SoKy,8.33948,22.42152,0,5.5,A
170,Isabella Patrick,Tafdomfob,Jay Stephens,gtv,)Rxo,-82.81161,-91.9947,0,5.5,A
171,Edith Rodriguez,Jaovcej,Allie Saunders,E%w,S$nA,73.52303,112.05359,0,5.5,A
172,Jerome Cannon,Wambihem,Leila Valdez,K7d,F6Kr,37.40457,-135.04378,0,5.5,A
173,Abbie Mason,Wazebzi,Shawn Rodriquez,S3M,ZQ&),40.54308,-19.88623,0,5.5,A
174,Larry Marsh,Fulihe,Fanny Hanson,T3U,prMa,-25.48567,-48.36156,0,5.5,A
175,Mayme Fuller,Mailize,Luella Atkins,k]N,cf8V,-89.83524,-55.15221,0,5.5,A
176,Ada Russell,Ludule,Stella Parker,Ghl,mJ!X,0.33707,-166.53624,0,5.5,A
177,Darrell Garza,Ruijjuf,Henry Pearson,Pt],GjqT,-2.49157,150.53858,0,5.5,A
178,Alvin Higgins,Jagica,Randall Fleming,wHO,UpJ3,31.28848,128.82669,0,5.5,A
179,Frank Curtis,Imeugumiv,Katie Floyd,8kE,c(YR,-14.50416,127.90794,0,5.5,A
180,Marie Carlson,Kuhigco,Theresa Russell,OMb,Zxvv,76.86365,98.65963,0,5.5,A
181,Olivia Fitzgerald,Moogezi,Anthony Brooks,U*&,1pf8,-84.15854,163.6924,0,5.5,A
182,Randall Evans,Isobogag,Gabriel Drake,Xp!,cAbY,66.1741,-85.00669,0,5.5,A
183,Bertie Lee,Ziigalo,Elijah Sandoval,dD3,s%vy,49.01384,-150.96446,0,5.5,A
184,Sara Gardner,Cufajro,Lizzie Armstrong,L!1,X068,16.60589,5.77276,0,5.5,A
185,Noah Padilla,Jewkifpeh,Ina Coleman,IU%,acr*,-77.52803,-14.6629,0,5.5,A
186,Ada Watkins,Bonkopud,Cory Bowen,9$h,P!t6,7.61197,-174.10414,0,5.5,A
187,Mason Mitchell,Mupoep,Delia Burke,N%e,#b@M,31.41071,-21.9249,0,5.5,A
188,Lucille Coleman,Bofwoedu,Rosie Lopez,o13,oT5O,50.99783,-30.6783,0,5.5,A
189,Sylvia Price,Topsaume,Rosa Myers,wx8,8RGU,-64.26388,-103.48954,0,5.5,A
190,Paul Smith,Kistopic,Beatrice Mullins,WwG,3twL,23.47704,-92.9555,0,5.5,A
191,Carolyn Schwartz,Nofotef,Claudia Wells,rwV,3hyW,-53.36189,-82.25928,0,5.5,A
192,Ina Frazier,Onpifhe,Stella Maxwell,1Uc,Ohru,24.58373,-142.46616,0,5.5,A
193,Verna Ruiz,Dokeme,Alberta Alvarado,[gF,PS&g,20.05462,108.272,0,5.5,A
194,Nicholas Duncan,Ututulow,Mitchell Grant,FCB,1q[T,24.09628,-40.42579,0,5.5,A
195,Marc White,Ketzunle,Walter Johnston,J)F,8hCd,87.52452,56.86444,0,5.5,A
196,Emilie Todd,Avteded,Sue Hines,rLk,&vxz,-24.96963,-16.68916,0,5.5,A
197,Theodore Brock,Moftidav,Rose Norton,Jrj,Yv!S,-22.51015,60.60279,0,5.5,A
198,Roy Nichols,Cadesu,Jesus Douglas,4$P,%nB2,33.98428,-148.48091,0,5.5,A
199,Mabel Snyder,Tobavit,Marion Burns,rNZ,nZ*Y,37.70954,-134.49261,0,5.5,A
200,Ann Reid,Jamliad,Mittie Phillips,*BF,qxI0,-74.09832,82.1675,0,5.5,A
201,Louis Hughes,Ucinuese,William Maldonado,gVt,RQZC,74.62484,-85.31851,0,5.5,A
202,Harold Hogan,Lussonul,Winnie Rodriquez,0iL,^PQ%,40.70261,31.19129,0,5.5,A
203,Rosalie Ramos,Barfemlas,Mittie Woods,Eu4,$VGo,76.20234,-88.66186,0,5.5,A
204,Nathaniel Johnston,Bolidewi,Cody Wise,(Ig,&M^y,87.88867,112.46483,0,5.5,A
205,Flora Casey,Acanete,Gabriel Boyd,4d7,XwLQ,2.98807,-140.1393,0,5.5,A
206,Emma Spencer,Izkawvos,Alejandro Collier,AB!,kx#H,26.402,24.17769,0,5.5,A
207,Lettie Burns,Mavcibav,Rachel Hansen,qtV,GC15,-1.80344,-56.12793,0,5.5,A
208,Kevin Norman,Lajojpo,Bessie Cox,Kfc,1XkO,-31.84054,97.98106,0,5.5,A
209,Roy Fletcher,Cunmedhan,Bruce Mason,9q&,]^ZP,-24.57785,-71.59699,0,5.5,A
210,Fannie Bailey,Ekasoda,Tillie Burton,IBz,lK7),-4.28833,-51.90318,0,5.5,A
211,Aiden Peters,Vejgupa,Mollie Holloway,hFt,&!4T,4.70776,-56.78273,0,5.5,A
212,Jackson Sims,Hohahfon,Larry Hodges,Uc7,2jXx,81.32623,77.18823,0,5.5,A
213,Kenneth Carroll,Vufohbaf,Harriett Gomez,kdn,B5ed,19.81956,-55.28697,0,5.5,A
214,Katherine Byrd,Uhkijmi,Bettie Phelps,PD9,c7YK,-3.54551,-68.28731,0,5.5,A
215,Victor Simmons,Akolne,Eric Hopkins,WST,dRse,-70.15115,132.6543,0,5.5,A
216,Callie Schmidt,Osnivpu,Tyler Austin,MT4,7Kaq,-8.20446,87.34615,0,5.5,A
217,Evelyn Carroll,Kibopat,Allen Yates,]us,7Z58,-60.50935,138.5562,0,5.5,A
218,Winnie Morales,Gobeuri,Edith Lane,Syq,sd&r,57.65485,12.32064,0,5.5,A
219,Trevor Bell,Jiweluf,Eugenia Bowen,i6u,ar51,4.02533,-131.57979,0,5.5,A
220,Leah Price,Hebmuije,James Stevenson,a4O,rIeD,28.08144,17.49795,0,5.5,A
221,Lura Lyons,Zudegdad,Mayme Schultz,l&4,9Vo2,-85.78248,79.4452,0,5.5,A
222,Rose Strickland,Udenehhi,Herman Massey,UUd,Z@V],84.01764,-161.20505,0,5.5,A
223,David Allen,Ibateztoz,Francis Saunders,)&h,iBq^,39.02372,-175.71464,0,5.5,A
224,Roger Tyler,Mijricefe,Leon George,Ebn,FXVH,81.12519,-6.73117,0,5.5,A
225,Glenn Gibbs,Kefimda,Betty Mathis,Pfl,*oPh,-16.26938,151.30711,0,5.5,A
226,Jim McCormick,Cuhhusej,Jonathan Alvarado,)V0,ZrgV,60.48881,145.97275,0,5.5,A
227,Loretta Dennis,Fomaleb,Virgie Mann,rYl,o&ZP,-82.71572,140.83284,0,5.5,A
228,Elsie Meyer,Runufu,Edward Ward,$x6,P%6S,-25.77036,120.04764,0,5.5,A
229,James Mann,Hakfuwtot,Jackson Neal,CfM,iY)^,-17.96846,-54.73639,0,5.5,A
230,Norman Dunn,Hazajew,Jayden Harrington,AWt,pE0U,-48.5047,-144.23465,0,5.5,A
231,Teresa Mullins,Aldekeg,Billy Marsh,HK7,a2we,74.75857,-94.66882,0,5.5,A
232,Ronald Jensen,Jipnojhen,Adrian George,SD2,K&w0,71.39948,-147.95783,0,5.5,A
233,Marie George,Ophatzi,Bobby Gonzalez,exL,JVmI,-6.87421,-102.85057,0,5.5,A
234,Bess Young,Gujegog,Ricardo Walsh,3Sn,0Jtn,63.32457,-64.60861,0,5.5,A
235,Thomas Vasquez,Kaebem,Etta Neal,4ZP,p#a&,35.36824,-114.69885,0,5.5,A
236,Bertha Pearson,Ibonueha,Mildred Schultz,H)A,JqBi,-33.42573,-30.81681,0,5.5,A
237,Nathan Benson,Okkiweg,Victoria Harvey,(6T,(L5u,-15.28361,47.23616,0,5.5,A
238,Ola Watson,Badera,Winnie Brady,au!,O[WB,73.64587,-119.51939,0,5.5,A
239,Ina Wright,Vegjecneg,Louis Rogers,Bgg,@tgl,84.07211,156.72488,0,5.5,A
240,Rosa Edwards,Kololmu,Jacob Richardson,L[a,v)dK,-4.67865,-161.071,0,5.5,A
241,Evelyn Turner,Behepwum,Mamie Bowen,C8q,$^N(,-6.57507,59.68764,0,5.5,A
242,Sarah Edwards,Atpabut,Juan Weaver,eAl,J%q),-21.73979,117.28573,0,5.5,A
243,Rachel Barnes,Lopocako,Lulu Wells,JpA,Lluy,34.73048,-2.29081,0,5.5,A
244,Jeremy Reynolds,Vaumiet,Florence Stevenson,6ar,1p#L,-74.28764,-110.2867,0,5.5,A
245,Sam Wood,Ecefibnu,Leon Doyle,XF#,p$Vy,57.67523,100.89349,0,5.5,A
246,Kathryn Wilson,Huujace,Leo Cooper,ld4,sIWd,71.57289,35.11483,0,5.5,A
247,Edna Palmer,Bijesu,Peter Sanchez,jyP,K2@n,-29.83752,13.2891,0,5.5,A
248,Katharine Poole,Jusodouna,Terry Rios,sRq,cnaA,-56.75101,-146.27458,0,5.5,A
249,Harry Nunez,Gikdudesu,James Hughes,gvK,]H[U,-4.96584,-35.82375,0,5.5,A
250,Donald Richardson,Laoguari,Ian Strickland,eXE,$oS1,37.58155,24.68675,0,5.5,A
251,Connor McCormick,Neipju,Amelia Hernandez,KLt,Z@Yx,-58.49685,-76.08651,0,5.5,A
252,Leonard Richards,Fiwecofe,Roger Kelley,YDD,2IQs,13.77995,149.3428,0,5.5,A
253,Edith Casey,Gugjipbu,Flora Wolfe,dSr,MUVf,77.01123,-130.24099,0,5.5,A
254,Sara Parsons,Howowgu,Fanny Strickland,LvB,Bb)u,5.39929,155.25677,0,5.5,A
255,Katherine Lee,Topafgi,Emilie Summers,L$p,qBpv,-47.17045,-159.67706,0,5.5,A
256,Jose Bradley,Vibsase,Myrtle Bridges,sS%,9gVS,-17.15138,-163.0398,0,5.5,A
257,Andre Anderson,Kesuowe,Sallie Baker,l1!,[FMK,38.3449,-101.96047,0,5.5,A
258,Carolyn Walters,Cootfe,Johanna Banks,qaB,R16^,-80.60339,-18.2726,0,5.5,A
259,Janie Holloway,Aldena,Franklin Salazar,0#J,KJdt,89.61001,-133.94502,0,5.5,A
260,Eric Matthews,Piwehaw,Larry Pena,xvh,hN&u,-9.59312,151.05545,0,5.5,A
261,Myra Bishop,Neppicjim,Jonathan Zimmerman,DCE,CsY),66.88167,153.83306,0,5.5,A
262,Mabelle Palmer,Julazu,Franklin Day,RSZ,s^QV,-15.63014,56.20934,0,5.5,A
